TIMESTAMP,vibration,sensor
2024-09-30 05:14:29.926085,moderate,V1
2024-09-30 05:14:30.926085,low,V1
2024-09-30 05:14:31.926085,moderate,V1
2024-09-30 05:14:32.926085,low,V1
2024-09-30 05:14:33.926085,high,V1
2024-09-30 05:14:34.926085,moderate,V1
2024-09-30 05:14:35.926085,low,V1
2024-09-30 05:14:36.926085,moderate,V1
2024-09-30 05:14:37.926085,moderate,V1
2024-09-30 05:14:38.926085,moderate,V1
2024-09-30 05:14:39.926085,low,V1
2024-09-30 05:14:40.926085,moderate,V1
2024-09-30 05:14:41.926085,moderate,V1
2024-09-30 05:14:42.926085,low,V1
2024-09-30 05:14:43.926085,low,V1
2024-09-30 05:14:44.926085,low,V1
2024-09-30 05:14:45.926085,low,V1
2024-09-30 05:14:46.926085,moderate,V1
2024-09-30 05:14:47.926085,low,V1
2024-09-30 05:14:48.926085,high,V1
2024-09-30 05:14:49.926085,low,V1
2024-09-30 05:14:50.926085,moderate,V1
2024-09-30 05:14:51.926085,low,V1
2024-09-30 05:14:52.926085,low,V1
2024-09-30 05:14:53.926085,moderate,V1
2024-09-30 05:14:54.926085,moderate,V1
2024-09-30 05:14:55.926085,high,V1
2024-09-30 05:14:56.926085,moderate,V1
2024-09-30 05:14:57.926085,moderate,V1
2024-09-30 05:14:58.926085,moderate,V1
2024-09-30 05:14:59.926085,moderate,V1
2024-09-30 05:15:00.926085,low,V1
2024-09-30 05:15:01.926085,low,V1
2024-09-30 05:15:02.926085,low,V1
2024-09-30 05:15:03.926085,moderate,V1
2024-09-30 05:15:04.926085,moderate,V1
2024-09-30 05:15:05.926085,moderate,V1
2024-09-30 05:15:06.926085,low,V1
2024-09-30 05:15:07.926085,moderate,V1
2024-09-30 05:15:08.926085,low,V1
2024-09-30 05:15:09.926085,moderate,V1
2024-09-30 05:15:10.926085,moderate,V1
2024-09-30 05:15:11.926085,moderate,V1
2024-09-30 05:15:12.926085,moderate,V1
2024-09-30 05:15:13.926085,low,V1
2024-09-30 05:15:14.926085,high,V1
2024-09-30 05:15:15.926085,high,V1
2024-09-30 05:15:16.926085,moderate,V1
2024-09-30 05:15:17.926085,low,V1
2024-09-30 05:15:18.926085,moderate,V1
2024-09-30 05:15:19.926085,moderate,V1
2024-09-30 05:15:20.926085,moderate,V1
2024-09-30 05:15:21.926085,low,V1
2024-09-30 05:15:22.926085,moderate,V1
2024-09-30 05:15:23.926085,low,V1
2024-09-30 05:15:24.926085,moderate,V1
2024-09-30 05:15:25.926085,low,V1
2024-09-30 05:15:26.926085,high,V1
2024-09-30 05:15:27.926085,moderate,V1
2024-09-30 05:15:28.926085,moderate,V1
2024-09-30 05:15:29.926085,high,V1
2024-09-30 05:15:30.926085,moderate,V1
2024-09-30 05:15:31.926085,moderate,V1
2024-09-30 05:15:32.926085,moderate,V1
2024-09-30 05:15:33.926085,low,V1
2024-09-30 05:15:34.926085,low,V1
2024-09-30 05:15:35.926085,high,V1
2024-09-30 05:15:36.926085,low,V1
2024-09-30 05:15:37.926085,high,V1
2024-09-30 05:15:38.926085,moderate,V1
2024-09-30 05:15:39.926085,moderate,V1
2024-09-30 05:15:40.926085,low,V1
2024-09-30 05:15:41.926085,low,V1
2024-09-30 05:15:42.926085,moderate,V1
2024-09-30 05:15:43.926085,moderate,V1
2024-09-30 05:15:44.926085,high,V1
2024-09-30 05:15:45.926085,high,V1
2024-09-30 05:15:46.926085,moderate,V1
2024-09-30 05:15:47.926085,high,V1
2024-09-30 05:15:48.926085,moderate,V1
2024-09-30 05:15:49.926085,moderate,V1
2024-09-30 05:15:50.926085,moderate,V1
2024-09-30 05:15:51.926085,low,V1
2024-09-30 05:15:52.926085,moderate,V1
2024-09-30 05:15:53.926085,moderate,V1
2024-09-30 05:15:54.926085,moderate,V1
2024-09-30 05:15:55.926085,moderate,V1
2024-09-30 05:15:56.926085,moderate,V1
2024-09-30 05:15:57.926085,moderate,V1
2024-09-30 05:15:58.926085,high,V1
2024-09-30 05:15:59.926085,low,V1
2024-09-30 05:16:00.926085,moderate,V1
2024-09-30 05:16:01.926085,low,V1
2024-09-30 05:16:02.926085,moderate,V1
2024-09-30 05:16:03.926085,low,V1
2024-09-30 05:16:04.926085,low,V1
2024-09-30 05:16:05.926085,moderate,V1
2024-09-30 05:16:06.926085,low,V1
2024-09-30 05:16:07.926085,low,V1
2024-09-30 05:16:08.926085,high,V1
2024-09-30 05:16:09.926085,moderate,V1
2024-09-30 05:16:10.926085,high,V1
2024-09-30 05:16:11.926085,moderate,V1
2024-09-30 05:16:12.926085,high,V1
2024-09-30 05:16:13.926085,moderate,V1
2024-09-30 05:16:14.926085,low,V1
2024-09-30 05:16:15.926085,moderate,V1
2024-09-30 05:16:16.926085,low,V1
2024-09-30 05:16:17.926085,moderate,V1
2024-09-30 05:16:18.926085,moderate,V1
2024-09-30 05:16:19.926085,moderate,V1
2024-09-30 05:16:20.926085,moderate,V1
2024-09-30 05:16:21.926085,moderate,V1
2024-09-30 05:16:22.926085,low,V1
2024-09-30 05:16:23.926085,moderate,V1
2024-09-30 05:16:24.926085,high,V1
2024-09-30 05:16:25.926085,low,V1
2024-09-30 05:16:26.926085,moderate,V1
2024-09-30 05:16:27.926085,moderate,V1
2024-09-30 05:16:28.926085,low,V1
2024-09-30 05:16:29.926085,high,V1
2024-09-30 05:16:30.926085,moderate,V1
2024-09-30 05:16:31.926085,low,V1
2024-09-30 05:16:32.926085,moderate,V1
2024-09-30 05:16:33.926085,low,V1
2024-09-30 05:16:34.926085,high,V1
2024-09-30 05:16:35.926085,moderate,V1
2024-09-30 05:16:36.926085,high,V1
2024-09-30 05:16:37.926085,moderate,V1
2024-09-30 05:16:38.926085,low,V1
2024-09-30 05:16:39.926085,high,V1
2024-09-30 05:16:40.926085,high,V1
2024-09-30 05:16:41.926085,moderate,V1
2024-09-30 05:16:42.926085,low,V1
2024-09-30 05:16:43.926085,moderate,V1
2024-09-30 05:16:44.926085,low,V1
2024-09-30 05:16:45.926085,high,V1
2024-09-30 05:16:46.926085,moderate,V1
2024-09-30 05:16:47.926085,low,V1
2024-09-30 05:16:48.926085,moderate,V1
2024-09-30 05:16:49.926085,low,V1
2024-09-30 05:16:50.926085,low,V1
2024-09-30 05:16:51.926085,moderate,V1
2024-09-30 05:16:52.926085,moderate,V1
2024-09-30 05:16:53.926085,high,V1
2024-09-30 05:16:54.926085,moderate,V1
2024-09-30 05:16:55.926085,moderate,V1
2024-09-30 05:16:56.926085,moderate,V1
2024-09-30 05:16:57.926085,moderate,V1
2024-09-30 05:16:58.926085,moderate,V1
2024-09-30 05:16:59.926085,moderate,V1
2024-09-30 05:17:00.926085,high,V1
2024-09-30 05:17:01.926085,moderate,V1
2024-09-30 05:17:02.926085,moderate,V1
2024-09-30 05:17:03.926085,moderate,V1
2024-09-30 05:17:04.926085,moderate,V1
2024-09-30 05:17:05.926085,moderate,V1
2024-09-30 05:17:06.926085,low,V1
2024-09-30 05:17:07.926085,low,V1
2024-09-30 05:17:08.926085,moderate,V1
2024-09-30 05:17:09.926085,moderate,V1
2024-09-30 05:17:10.926085,high,V1
2024-09-30 05:17:11.926085,moderate,V1
2024-09-30 05:17:12.926085,moderate,V1
2024-09-30 05:17:13.926085,low,V1
2024-09-30 05:17:14.926085,moderate,V1
2024-09-30 05:17:15.926085,high,V1
2024-09-30 05:17:16.926085,moderate,V1
2024-09-30 05:17:17.926085,moderate,V1
2024-09-30 05:17:18.926085,moderate,V1
2024-09-30 05:17:19.926085,moderate,V1
2024-09-30 05:17:20.926085,high,V1
2024-09-30 05:17:21.926085,moderate,V1
2024-09-30 05:17:22.926085,high,V1
2024-09-30 05:17:23.926085,moderate,V1
2024-09-30 05:17:24.926085,moderate,V1
2024-09-30 05:17:25.926085,low,V1
2024-09-30 05:17:26.926085,moderate,V1
2024-09-30 05:17:27.926085,moderate,V1
2024-09-30 05:17:28.926085,high,V1
2024-09-30 05:17:29.926085,moderate,V1
2024-09-30 05:17:30.926085,high,V1
2024-09-30 05:17:31.926085,moderate,V1
2024-09-30 05:17:32.926085,moderate,V1
2024-09-30 05:17:33.926085,low,V1
2024-09-30 05:17:34.926085,moderate,V1
2024-09-30 05:17:35.926085,high,V1
2024-09-30 05:17:36.926085,moderate,V1
2024-09-30 05:17:37.926085,moderate,V1
2024-09-30 05:17:38.926085,high,V1
2024-09-30 05:17:39.926085,low,V1
2024-09-30 05:17:40.926085,low,V1
2024-09-30 05:17:41.926085,moderate,V1
2024-09-30 05:17:42.926085,low,V1
2024-09-30 05:17:43.926085,low,V1
2024-09-30 05:17:44.926085,moderate,V1
2024-09-30 05:17:45.926085,moderate,V1
2024-09-30 05:17:46.926085,high,V1
2024-09-30 05:17:47.926085,low,V1
2024-09-30 05:17:48.926085,high,V1
2024-09-30 05:17:49.926085,moderate,V1
2024-09-30 05:17:50.926085,moderate,V1
2024-09-30 05:17:51.926085,moderate,V1
2024-09-30 05:17:52.926085,low,V1
2024-09-30 05:17:53.926085,high,V1
2024-09-30 05:17:54.926085,moderate,V1
2024-09-30 05:17:55.926085,low,V1
2024-09-30 05:17:56.926085,moderate,V1
2024-09-30 05:17:57.926085,high,V1
2024-09-30 05:17:58.926085,moderate,V1
2024-09-30 05:17:59.926085,moderate,V1
2024-09-30 05:18:00.926085,moderate,V1
2024-09-30 05:18:01.926085,high,V1
2024-09-30 05:18:02.926085,low,V1
2024-09-30 05:18:03.926085,low,V1
2024-09-30 05:18:04.926085,high,V1
2024-09-30 05:18:05.926085,low,V1
2024-09-30 05:18:06.926085,low,V1
2024-09-30 05:18:07.926085,moderate,V1
2024-09-30 05:18:08.926085,moderate,V1
2024-09-30 05:18:09.926085,high,V1
2024-09-30 05:18:10.926085,moderate,V1
2024-09-30 05:18:11.926085,moderate,V1
2024-09-30 05:18:12.926085,moderate,V1
2024-09-30 05:18:13.926085,moderate,V1
2024-09-30 05:18:14.926085,low,V1
2024-09-30 05:18:15.926085,moderate,V1
2024-09-30 05:18:16.926085,high,V1
2024-09-30 05:18:17.926085,high,V1
2024-09-30 05:18:18.926085,low,V1
2024-09-30 05:18:19.926085,low,V1
2024-09-30 05:18:20.926085,low,V1
2024-09-30 05:18:21.926085,moderate,V1
2024-09-30 05:18:22.926085,low,V1
2024-09-30 05:18:23.926085,moderate,V1
2024-09-30 05:18:24.926085,moderate,V1
2024-09-30 05:18:25.926085,low,V1
2024-09-30 05:18:26.926085,moderate,V1
2024-09-30 05:18:27.926085,high,V1
2024-09-30 05:18:28.926085,low,V1
2024-09-30 05:18:29.926085,moderate,V1
2024-09-30 05:18:30.926085,moderate,V1
2024-09-30 05:18:31.926085,high,V1
2024-09-30 05:18:32.926085,moderate,V1
2024-09-30 05:18:33.926085,moderate,V1
2024-09-30 05:18:34.926085,moderate,V1
2024-09-30 05:18:35.926085,low,V1
2024-09-30 05:18:36.926085,moderate,V1
2024-09-30 05:18:37.926085,low,V1
2024-09-30 05:18:38.926085,low,V1
2024-09-30 05:18:39.926085,moderate,V1
2024-09-30 05:18:40.926085,low,V1
2024-09-30 05:18:41.926085,low,V1
2024-09-30 05:18:42.926085,low,V1
2024-09-30 05:18:43.926085,moderate,V1
2024-09-30 05:18:44.926085,moderate,V1
2024-09-30 05:18:45.926085,low,V1
2024-09-30 05:18:46.926085,low,V1
2024-09-30 05:18:47.926085,low,V1
2024-09-30 05:18:48.926085,high,V1
2024-09-30 05:18:49.926085,high,V1
2024-09-30 05:18:50.926085,high,V1
2024-09-30 05:18:51.926085,moderate,V1
2024-09-30 05:18:52.926085,moderate,V1
2024-09-30 05:18:53.926085,high,V1
2024-09-30 05:18:54.926085,low,V1
2024-09-30 05:18:55.926085,high,V1
2024-09-30 05:18:56.926085,low,V1
2024-09-30 05:18:57.926085,moderate,V1
2024-09-30 05:18:58.926085,low,V1
2024-09-30 05:18:59.926085,low,V1
2024-09-30 05:19:00.926085,high,V1
2024-09-30 05:19:01.926085,high,V1
2024-09-30 05:19:02.926085,low,V1
2024-09-30 05:19:03.926085,moderate,V1
2024-09-30 05:19:04.926085,moderate,V1
2024-09-30 05:19:05.926085,moderate,V1
2024-09-30 05:19:06.926085,moderate,V1
2024-09-30 05:19:07.926085,moderate,V1
2024-09-30 05:19:08.926085,high,V1
2024-09-30 05:19:09.926085,moderate,V1
2024-09-30 05:19:10.926085,low,V1
2024-09-30 05:19:11.926085,high,V1
2024-09-30 05:19:12.926085,low,V1
2024-09-30 05:19:13.926085,high,V1
2024-09-30 05:19:14.926085,high,V1
2024-09-30 05:19:15.926085,low,V1
2024-09-30 05:19:16.926085,high,V1
2024-09-30 05:19:17.926085,moderate,V1
2024-09-30 05:19:18.926085,moderate,V1
2024-09-30 05:19:19.926085,moderate,V1
2024-09-30 05:19:20.926085,low,V1
2024-09-30 05:19:21.926085,moderate,V1
2024-09-30 05:19:22.926085,high,V1
2024-09-30 05:19:23.926085,moderate,V1
2024-09-30 05:19:24.926085,low,V1
2024-09-30 05:19:25.926085,low,V1
2024-09-30 05:19:26.926085,high,V1
2024-09-30 05:19:27.926085,moderate,V1
2024-09-30 05:19:28.926085,low,V1
2024-09-30 05:19:29.926085,moderate,V1
2024-09-30 05:19:30.926085,low,V1
2024-09-30 05:19:31.926085,moderate,V1
2024-09-30 05:19:32.926085,low,V1
2024-09-30 05:19:33.926085,moderate,V1
2024-09-30 05:19:34.926085,high,V1
2024-09-30 05:19:35.926085,low,V1
2024-09-30 05:19:36.926085,low,V1
2024-09-30 05:19:37.926085,moderate,V1
2024-09-30 05:19:38.926085,low,V1
2024-09-30 05:19:39.926085,moderate,V1
2024-09-30 05:19:40.926085,low,V1
2024-09-30 05:19:41.926085,low,V1
2024-09-30 05:19:42.926085,moderate,V1
2024-09-30 05:19:43.926085,moderate,V1
2024-09-30 05:19:44.926085,low,V1
2024-09-30 05:19:45.926085,moderate,V1
2024-09-30 05:19:46.926085,high,V1
2024-09-30 05:19:47.926085,moderate,V1
2024-09-30 05:19:48.926085,moderate,V1
2024-09-30 05:19:49.926085,moderate,V1
2024-09-30 05:19:50.926085,moderate,V1
2024-09-30 05:19:51.926085,moderate,V1
2024-09-30 05:19:52.926085,moderate,V1
2024-09-30 05:19:53.926085,low,V1
2024-09-30 05:19:54.926085,low,V1
2024-09-30 05:19:55.926085,low,V1
2024-09-30 05:19:56.926085,high,V1
2024-09-30 05:19:57.926085,high,V1
2024-09-30 05:19:58.926085,moderate,V1
2024-09-30 05:19:59.926085,low,V1
2024-09-30 05:20:00.926085,moderate,V1
2024-09-30 05:20:01.926085,low,V1
2024-09-30 05:20:02.926085,moderate,V1
2024-09-30 05:20:03.926085,moderate,V1
2024-09-30 05:20:04.926085,moderate,V1
2024-09-30 05:20:05.926085,high,V1
2024-09-30 05:20:06.926085,high,V1
2024-09-30 05:20:07.926085,moderate,V1
2024-09-30 05:20:08.926085,low,V1
2024-09-30 05:20:09.926085,moderate,V1
2024-09-30 05:20:10.926085,low,V1
2024-09-30 05:20:11.926085,moderate,V1
2024-09-30 05:20:12.926085,moderate,V1
2024-09-30 05:20:13.926085,moderate,V1
2024-09-30 05:20:14.926085,low,V1
2024-09-30 05:20:15.926085,low,V1
2024-09-30 05:20:16.926085,moderate,V1
2024-09-30 05:20:17.926085,low,V1
2024-09-30 05:20:18.926085,high,V1
2024-09-30 05:20:19.926085,low,V1
2024-09-30 05:20:20.926085,high,V1
2024-09-30 05:20:21.926085,low,V1
2024-09-30 05:20:22.926085,high,V1
2024-09-30 05:20:23.926085,low,V1
2024-09-30 05:20:24.926085,moderate,V1
2024-09-30 05:20:25.926085,low,V1
2024-09-30 05:20:26.926085,low,V1
2024-09-30 05:20:27.926085,moderate,V1
2024-09-30 05:20:28.926085,moderate,V1
2024-09-30 05:20:29.926085,low,V1
2024-09-30 05:20:30.926085,high,V1
2024-09-30 05:20:31.926085,high,V1
2024-09-30 05:20:32.926085,moderate,V1
2024-09-30 05:20:33.926085,moderate,V1
2024-09-30 05:20:34.926085,low,V1
2024-09-30 05:20:35.926085,moderate,V1
2024-09-30 05:20:36.926085,moderate,V1
2024-09-30 05:20:37.926085,moderate,V1
2024-09-30 05:20:38.926085,moderate,V1
2024-09-30 05:20:39.926085,moderate,V1
2024-09-30 05:20:40.926085,moderate,V1
2024-09-30 05:20:41.926085,moderate,V1
2024-09-30 05:20:42.926085,moderate,V1
2024-09-30 05:20:43.926085,moderate,V1
2024-09-30 05:20:44.926085,low,V1
2024-09-30 05:20:45.926085,low,V1
2024-09-30 05:20:46.926085,moderate,V1
2024-09-30 05:20:47.926085,moderate,V1
2024-09-30 05:20:48.926085,moderate,V1
2024-09-30 05:20:49.926085,high,V1
2024-09-30 05:20:50.926085,moderate,V1
2024-09-30 05:20:51.926085,high,V1
2024-09-30 05:20:52.926085,moderate,V1
2024-09-30 05:20:53.926085,moderate,V1
2024-09-30 05:20:54.926085,moderate,V1
2024-09-30 05:20:55.926085,low,V1
2024-09-30 05:20:56.926085,high,V1
2024-09-30 05:20:57.926085,low,V1
2024-09-30 05:20:58.926085,high,V1
2024-09-30 05:20:59.926085,low,V1
2024-09-30 05:21:00.926085,moderate,V1
2024-09-30 05:21:01.926085,low,V1
2024-09-30 05:21:02.926085,moderate,V1
2024-09-30 05:21:03.926085,moderate,V1
2024-09-30 05:21:04.926085,moderate,V1
2024-09-30 05:21:05.926085,moderate,V1
2024-09-30 05:21:06.926085,low,V1
2024-09-30 05:21:07.926085,moderate,V1
2024-09-30 05:21:08.926085,low,V1
2024-09-30 05:21:09.926085,low,V1
2024-09-30 05:21:10.926085,moderate,V1
2024-09-30 05:21:11.926085,moderate,V1
2024-09-30 05:21:12.926085,low,V1
2024-09-30 05:21:13.926085,moderate,V1
2024-09-30 05:21:14.926085,moderate,V1
2024-09-30 05:21:15.926085,high,V1
2024-09-30 05:21:16.926085,moderate,V1
2024-09-30 05:21:17.926085,low,V1
2024-09-30 05:21:18.926085,moderate,V1
2024-09-30 05:21:19.926085,moderate,V1
2024-09-30 05:21:20.926085,moderate,V1
2024-09-30 05:21:21.926085,low,V1
2024-09-30 05:21:22.926085,moderate,V1
2024-09-30 05:21:23.926085,moderate,V1
2024-09-30 05:21:24.926085,high,V1
2024-09-30 05:21:25.926085,moderate,V1
2024-09-30 05:21:26.926085,moderate,V1
2024-09-30 05:21:27.926085,low,V1
2024-09-30 05:21:28.926085,high,V1
2024-09-30 05:21:29.926085,high,V1
2024-09-30 05:21:30.926085,moderate,V1
2024-09-30 05:21:31.926085,high,V1
2024-09-30 05:21:32.926085,moderate,V1
2024-09-30 05:21:33.926085,moderate,V1
2024-09-30 05:21:34.926085,moderate,V1
2024-09-30 05:21:35.926085,high,V1
2024-09-30 05:21:36.926085,moderate,V1
2024-09-30 05:21:37.926085,low,V1
2024-09-30 05:21:38.926085,low,V1
2024-09-30 05:21:39.926085,moderate,V1
2024-09-30 05:21:40.926085,moderate,V1
2024-09-30 05:21:41.926085,moderate,V1
2024-09-30 05:21:42.926085,moderate,V1
2024-09-30 05:21:43.926085,moderate,V1
2024-09-30 05:21:44.926085,high,V1
2024-09-30 05:21:45.926085,low,V1
2024-09-30 05:21:46.926085,high,V1
2024-09-30 05:21:47.926085,moderate,V1
2024-09-30 05:21:48.926085,moderate,V1
2024-09-30 05:21:49.926085,moderate,V1
2024-09-30 05:21:50.926085,moderate,V1
2024-09-30 05:21:51.926085,high,V1
2024-09-30 05:21:52.926085,low,V1
2024-09-30 05:21:53.926085,moderate,V1
2024-09-30 05:21:54.926085,moderate,V1
2024-09-30 05:21:55.926085,low,V1
2024-09-30 05:21:56.926085,high,V1
2024-09-30 05:21:57.926085,moderate,V1
2024-09-30 05:21:58.926085,moderate,V1
2024-09-30 05:21:59.926085,moderate,V1
2024-09-30 05:22:00.926085,low,V1
2024-09-30 05:22:01.926085,low,V1
2024-09-30 05:22:02.926085,moderate,V1
2024-09-30 05:22:03.926085,low,V1
2024-09-30 05:22:04.926085,high,V1
2024-09-30 05:22:05.926085,moderate,V1
2024-09-30 05:22:06.926085,moderate,V1
2024-09-30 05:22:07.926085,high,V1
2024-09-30 05:22:08.926085,moderate,V1
2024-09-30 05:22:09.926085,low,V1
2024-09-30 05:22:10.926085,moderate,V1
2024-09-30 05:22:11.926085,low,V1
2024-09-30 05:22:12.926085,high,V1
2024-09-30 05:22:13.926085,moderate,V1
2024-09-30 05:22:14.926085,low,V1
2024-09-30 05:22:15.926085,low,V1
2024-09-30 05:22:16.926085,high,V1
2024-09-30 05:22:17.926085,high,V1
2024-09-30 05:22:18.926085,moderate,V1
2024-09-30 05:22:19.926085,moderate,V1
2024-09-30 05:22:20.926085,moderate,V1
2024-09-30 05:22:21.926085,high,V1
2024-09-30 05:22:22.926085,low,V1
2024-09-30 05:22:23.926085,moderate,V1
2024-09-30 05:22:24.926085,moderate,V1
2024-09-30 05:22:25.926085,high,V1
2024-09-30 05:22:26.926085,low,V1
2024-09-30 05:22:27.926085,high,V1
2024-09-30 05:22:28.926085,moderate,V1
2024-09-30 05:22:29.926085,low,V1
2024-09-30 05:22:30.926085,moderate,V1
2024-09-30 05:22:31.926085,moderate,V1
2024-09-30 05:22:32.926085,high,V1
2024-09-30 05:22:33.926085,moderate,V1
2024-09-30 05:22:34.926085,high,V1
2024-09-30 05:22:35.926085,low,V1
2024-09-30 05:22:36.926085,moderate,V1
2024-09-30 05:22:37.926085,low,V1
2024-09-30 05:22:38.926085,moderate,V1
2024-09-30 05:22:39.926085,low,V1
2024-09-30 05:22:40.926085,moderate,V1
2024-09-30 05:22:41.926085,moderate,V1
2024-09-30 05:22:42.926085,moderate,V1
2024-09-30 05:22:43.926085,moderate,V1
2024-09-30 05:22:44.926085,moderate,V1
2024-09-30 05:22:45.926085,low,V1
2024-09-30 05:22:46.926085,moderate,V1
2024-09-30 05:22:47.926085,moderate,V1
2024-09-30 05:22:48.926085,low,V1
2024-09-30 05:22:49.926085,moderate,V1
2024-09-30 05:22:50.926085,low,V1
2024-09-30 05:22:51.926085,high,V1
2024-09-30 05:22:52.926085,low,V1
2024-09-30 05:22:53.926085,low,V1
2024-09-30 05:22:54.926085,moderate,V1
2024-09-30 05:22:55.926085,moderate,V1
2024-09-30 05:22:56.926085,low,V1
2024-09-30 05:22:57.926085,moderate,V1
2024-09-30 05:22:58.926085,moderate,V1
2024-09-30 05:22:59.926085,low,V1
2024-09-30 05:23:00.926085,moderate,V1
2024-09-30 05:23:01.926085,moderate,V1
2024-09-30 05:23:02.926085,high,V1
2024-09-30 05:23:03.926085,low,V1
2024-09-30 05:23:04.926085,moderate,V1
2024-09-30 05:23:05.926085,high,V1
2024-09-30 05:23:06.926085,low,V1
2024-09-30 05:23:07.926085,moderate,V1
2024-09-30 05:23:08.926085,high,V1
2024-09-30 05:23:09.926085,moderate,V1
2024-09-30 05:23:10.926085,moderate,V1
2024-09-30 05:23:11.926085,high,V1
2024-09-30 05:23:12.926085,low,V1
2024-09-30 05:23:13.926085,moderate,V1
2024-09-30 05:23:14.926085,moderate,V1
2024-09-30 05:23:15.926085,high,V1
2024-09-30 05:23:16.926085,high,V1
2024-09-30 05:23:17.926085,moderate,V1
2024-09-30 05:23:18.926085,low,V1
2024-09-30 05:23:19.926085,moderate,V1
2024-09-30 05:23:20.926085,low,V1
2024-09-30 05:23:21.926085,low,V1
2024-09-30 05:23:22.926085,low,V1
2024-09-30 05:23:23.926085,high,V1
2024-09-30 05:23:24.926085,moderate,V1
2024-09-30 05:23:25.926085,low,V1
2024-09-30 05:23:26.926085,low,V1
2024-09-30 05:23:27.926085,high,V1
2024-09-30 05:23:28.926085,moderate,V1
2024-09-30 05:23:29.926085,moderate,V1
2024-09-30 05:23:30.926085,moderate,V1
2024-09-30 05:23:31.926085,low,V1
2024-09-30 05:23:32.926085,moderate,V1
2024-09-30 05:23:33.926085,moderate,V1
2024-09-30 05:23:34.926085,moderate,V1
2024-09-30 05:23:35.926085,high,V1
2024-09-30 05:23:36.926085,moderate,V1
2024-09-30 05:23:37.926085,low,V1
2024-09-30 05:23:38.926085,low,V1
2024-09-30 05:23:39.926085,moderate,V1
2024-09-30 05:23:40.926085,high,V1
2024-09-30 05:23:41.926085,low,V1
2024-09-30 05:23:42.926085,low,V1
2024-09-30 05:23:43.926085,high,V1
2024-09-30 05:23:44.926085,moderate,V1
2024-09-30 05:23:45.926085,low,V1
2024-09-30 05:23:46.926085,high,V1
2024-09-30 05:23:47.926085,low,V1
2024-09-30 05:23:48.926085,low,V1
2024-09-30 05:23:49.926085,moderate,V1
2024-09-30 05:23:50.926085,moderate,V1
2024-09-30 05:23:51.926085,moderate,V1
2024-09-30 05:23:52.926085,moderate,V1
2024-09-30 05:23:53.926085,moderate,V1
2024-09-30 05:23:54.926085,moderate,V1
2024-09-30 05:23:55.926085,low,V1
2024-09-30 05:23:56.926085,moderate,V1
2024-09-30 05:23:57.926085,moderate,V1
2024-09-30 05:23:58.926085,low,V1
2024-09-30 05:23:59.926085,low,V1
2024-09-30 05:24:00.926085,moderate,V1
2024-09-30 05:24:01.926085,low,V1
2024-09-30 05:24:02.926085,moderate,V1
2024-09-30 05:24:03.926085,moderate,V1
2024-09-30 05:24:04.926085,moderate,V1
2024-09-30 05:24:05.926085,low,V1
2024-09-30 05:24:06.926085,high,V1
2024-09-30 05:24:07.926085,high,V1
2024-09-30 05:24:08.926085,high,V1
2024-09-30 05:24:09.926085,moderate,V1
2024-09-30 05:24:10.926085,low,V1
2024-09-30 05:24:11.926085,moderate,V1
2024-09-30 05:24:12.926085,moderate,V1
2024-09-30 05:24:13.926085,moderate,V1
2024-09-30 05:24:14.926085,moderate,V1
2024-09-30 05:24:15.926085,moderate,V1
2024-09-30 05:24:16.926085,moderate,V1
2024-09-30 05:24:17.926085,low,V1
2024-09-30 05:24:18.926085,moderate,V1
2024-09-30 05:24:19.926085,low,V1
2024-09-30 05:24:20.926085,low,V1
2024-09-30 05:24:21.926085,high,V1
2024-09-30 05:24:22.926085,high,V1
2024-09-30 05:24:23.926085,low,V1
2024-09-30 05:24:24.926085,moderate,V1
2024-09-30 05:24:25.926085,high,V1
2024-09-30 05:24:26.926085,moderate,V1
2024-09-30 05:24:27.926085,low,V1
2024-09-30 05:24:28.926085,moderate,V1
2024-09-30 05:24:29.926085,low,V1
2024-09-30 05:24:30.926085,moderate,V1
2024-09-30 05:24:31.926085,moderate,V1
2024-09-30 05:24:32.926085,moderate,V1
2024-09-30 05:24:33.926085,moderate,V1
2024-09-30 05:24:34.926085,low,V1
2024-09-30 05:24:35.926085,low,V1
2024-09-30 05:24:36.926085,moderate,V1
2024-09-30 05:24:37.926085,moderate,V1
2024-09-30 05:24:38.926085,low,V1
2024-09-30 05:24:39.926085,moderate,V1
2024-09-30 05:24:40.926085,low,V1
2024-09-30 05:24:41.926085,moderate,V1
2024-09-30 05:24:42.926085,moderate,V1
2024-09-30 05:24:43.926085,high,V1
2024-09-30 05:24:44.926085,moderate,V1
2024-09-30 05:24:45.926085,moderate,V1
2024-09-30 05:24:46.926085,moderate,V1
2024-09-30 05:24:47.926085,high,V1
2024-09-30 05:24:48.926085,low,V1
2024-09-30 05:24:49.926085,moderate,V1
2024-09-30 05:24:50.926085,low,V1
2024-09-30 05:24:51.926085,high,V1
2024-09-30 05:24:52.926085,moderate,V1
2024-09-30 05:24:53.926085,moderate,V1
2024-09-30 05:24:54.926085,high,V1
2024-09-30 05:24:55.926085,moderate,V1
2024-09-30 05:24:56.926085,low,V1
2024-09-30 05:24:57.926085,low,V1
2024-09-30 05:24:58.926085,high,V1
2024-09-30 05:24:59.926085,low,V1
2024-09-30 05:25:00.926085,low,V1
2024-09-30 05:25:01.926085,low,V1
2024-09-30 05:25:02.926085,moderate,V1
2024-09-30 05:25:03.926085,low,V1
